locality_name,postcode,council_name
Junortoun,3551,Greater Bendigo City Council
Kamarooka,3570,Greater Bendigo City Council
Kangaroo Flat,3555,Greater Bendigo City Council
Kangaroo Flat,3555,Greater Bendigo City Council
Kennington,3550,Greater Bendigo City Council
Kimbolton,3551,Greater Bendigo City Council
Kimbolton,3551,Greater Bendigo City Council
Knowsley,3523,Greater Bendigo City Council
Ladys Pass,3523,Greater Bendigo City Council
Leichardt,3516,Greater Bendigo City Council
Lockwood,3551,Greater Bendigo City Council
Lockwood South,3551,Greater Bendigo City Council
Long Gully,3550,Greater Bendigo City Council
Longlea,3551,Greater Bendigo City Council
Lyal,3444,Greater Bendigo City Council
Maiden Gully,3551,Greater Bendigo City Council
Mandurang,3551,Greater Bendigo City Council
Mandurang South,3551,Greater Bendigo City Council
Marong,3515,Greater Bendigo City Council
Mia Mia,3444,Greater Bendigo City Council
Mount Camel,3523,Greater Bendigo City Council
Myers Flat,3556,Greater Bendigo City Council
Myrtle Creek,3551,Greater Bendigo City Council
Neilborough,3570,Greater Bendigo City Council
North Bendigo,3550,Greater Bendigo City Council
North Bendigo,3550,Greater Bendigo City Council
Quarry Hill,3550,Greater Bendigo City Council
Ravenswood,3453,Greater Bendigo City Council
Ravenswood,3453,Greater Bendigo City Council
Raywood,3570,Greater Bendigo City Council
Redcastle,3523,Greater Bendigo City Council
Redesdale,3444,Greater Bendigo City Council
Sailors Gully,3556,Greater Bendigo City Council
Sebastian,3556,Greater Bendigo City Council
Sedgwick,3551,Greater Bendigo City Council
Shelbourne,3515,Greater Bendigo City Council
Spring Gully,3550,Greater Bendigo City Council
Strathdale,3550,Greater Bendigo City Council
Strathfieldsaye,3551,Greater Bendigo City Council
Toolleen,3551,Greater Bendigo City Council
Wellsford,3551,Greater Bendigo City Council
West Bendigo,3550,Greater Bendigo City Council
Whipstick,3556,Greater Bendigo City Council
White Hills,3550,Greater Bendigo City Council
Wilsons Hill,3515,Greater Bendigo City Council
Woodvale,3556,Greater Bendigo City Council
Woodvale,3556,Greater Bendigo City Council
Bangholme,3175,Greater Dandenong City Council
Bangholme,3175,Greater Dandenong City Council
Dandenong,3175,Greater Dandenong City Council
Dandenong,3175,Greater Dandenong City Council
Dandenong,3175,Greater Dandenong City Council
Dandenong North,3175,Greater Dandenong City Council
Dandenong North,3175,Greater Dandenong City Council
Dandenong North,3175,Greater Dandenong City Council
Dandenong North,3175,Greater Dandenong City Council
Dandenong South,3175,Greater Dandenong City Council
Dandenong South,3175,Greater Dandenong City Council
Keysborough,3173,Greater Dandenong City Council
Keysborough,3173,Greater Dandenong City Council
Keysborough,3173,Greater Dandenong City Council
Keysborough,3173,Greater Dandenong City Council
Keysborough,3173,Greater Dandenong City Council
Lyndhurst,3975,Greater Dandenong City Council
Noble Park,3174,Greater Dandenong City Council
Noble Park,3174,Greater Dandenong City Council
Noble Park,3174,Greater Dandenong City Council
Noble Park,3174,Greater Dandenong City Council
Noble Park,3174,Greater Dandenong City Council
Noble Park,3174,Greater Dandenong City Council
Noble Park,3174,Greater Dandenong City Council
Noble Park,3174,Greater Dandenong City Council
Noble Park North,3174,Greater Dandenong City Council
Springvale,3171,Greater Dandenong City Council
Springvale,3171,Greater Dandenong City Council
Springvale South,3172,Greater Dandenong City Council
Springvale South,3172,Greater Dandenong City Council
Springvale South,3172,Greater Dandenong City Council
Anakie,3213,Greater Geelong City Council
Armstrong Creek,3217,Greater Geelong City Council
Avalon,3212,Greater Geelong City Council
Balliang,3340,Greater Geelong City Council
Barwon Heads,3227,Greater Geelong City Council
Batesford,3213,Greater Geelong City Council
Batesford,3213,Greater Geelong City Council
Bell Park,3215,Greater Geelong City Council
Bell Park,3215,Greater Geelong City Council
Bell Post Hill,3215,Greater Geelong City Council
Bell Post Hill,3215,Greater Geelong City Council
Bellarine,3223,Greater Geelong City Council
Belmont,3216,Greater Geelong City Council
Belmont,3216,Greater Geelong City Council
Breakwater,3219,Greater Geelong City Council
Breamlea,3227,Greater Geelong City Council
Ceres,3221,Greater Geelong City Council
Charlemont,3217,Greater Geelong City Council
Clifton Springs,3222,Greater Geelong City Council
Connewarre,3227,Greater Geelong City Council
Connewarre,3227,Greater Geelong City Council
Corio,3214,Greater Geelong City Council
Curlewis,3222,Greater Geelong City Council
Drumcondra,3215,Greater Geelong City Council
Drysdale,3222,Greater Geelong City Council
East Geelong,3219,Greater Geelong City Council
Fyansford,3218,Greater Geelong City Council
Fyansford,3218,Greater Geelong City Council
Geelong,3220,Greater Geelong City Council
Geelong West,3218,Greater Geelong City Council
Grovedale,3216,Greater Geelong City Council
Hamlyn Heights,3215,Greater Geelong City Council
Hamlyn Heights,3215,Greater Geelong City Council
Herne Hill,3218,Greater Geelong City Council
Highton,3216,Greater Geelong City Council
Indented Head,3223,Greater Geelong City Council
Lara,3212,Greater Geelong City Council
Leopold,3224,Greater Geelong City Council
Little River,3211,Greater Geelong City Council
Lovely Banks,3213,Greater Geelong City Council
Manifold Heights,3218,Greater Geelong City Council
Mannerim,3222,Greater Geelong City Council
Marcus Hill,3222,Greater Geelong City Council
Marshall,3216,Greater Geelong City Council
Moolap,3224,Greater Geelong City Council
Moorabool,3213,Greater Geelong City Council
Mount Duneed,3217,Greater Geelong City Council
Newcomb,3219,Greater Geelong City Council
Newtown,3220,Greater Geelong City Council
Norlane,3214,Greater Geelong City Council
North Geelong,3215,Greater Geelong City Council
North Geelong,3215,Greater Geelong City Council
North Shore,3214,Greater Geelong City Council
Ocean Grove,3226,Greater Geelong City Council
Point Lonsdale,3225,Greater Geelong City Council
Portarlington,3223,Greater Geelong City Council
Rippleside,3215,Greater Geelong City Council
South Geelong,3220,Greater Geelong City Council
St Albans Park,3219,Greater Geelong City Council
St Leonards,3223,Greater Geelong City Council
Staughton Vale,3340,Greater Geelong City Council
Swan Bay,3225,Greater Geelong City Council
Thomson,3219,Greater Geelong City Council
Wallington,3222,Greater Geelong City Council
Wandana Heights,3216,Greater Geelong City Council
Waurn Ponds,3216,Greater Geelong City Council
Whittington,3219,Greater Geelong City Council
Arcadia,3631,Greater Shepparton City Council
Ardmona,3629,Greater Shepparton City Council
Boxwood,3725,Greater Shepparton City Council
Bunbartha,3634,Greater Shepparton City Council
Byrneside,3617,Greater Shepparton City Council
Caniambo,3630,Greater Shepparton City Council
Congupna,3633,Greater Shepparton City Council
Cooma,3616,Greater Shepparton City Council
Coomboona,3629,Greater Shepparton City Council
Coomboona,3629,Greater Shepparton City Council
Cosgrove,3631,Greater Shepparton City Council
Cosgrove South,3631,Greater Shepparton City Council
Dhurringile,3610,Greater Shepparton City Council
Dookie,3646,Greater Shepparton City Council
Dookie College,3647,Greater Shepparton City Council
Gillieston,3616,Greater Shepparton City Council
Gillieston,3616,Greater Shepparton City Council
Gillieston,3616,Greater Shepparton City Council
Girgarre East,3616,Greater Shepparton City Council
Goulburn Weir,3608,Greater Shepparton City Council
Gowangardie,3669,Greater Shepparton City Council
Grahamvale,3631,Greater Shepparton City Council
Harston,3616,Greater Shepparton City Council
Karramomus,3631,Greater Shepparton City Council
Katandra,3634,Greater Shepparton City Council
Katandra West,3634,Greater Shepparton City Council
Kialla,3631,Greater Shepparton City Council
Kialla East,3631,Greater Shepparton City Council
Kialla West,3631,Greater Shepparton City Council
Kyabram,3620,Greater Shepparton City Council
Kyabram South,3620,Greater Shepparton City Council
Lancaster,3620,Greater Shepparton City Council
Lemnos,3631,Greater Shepparton City Council
Major Plains,3725,Greater Shepparton City Council
Marionvale,3634,Greater Shepparton City Council
Marungi,3634,Greater Shepparton City Council
Merrigum,3618,Greater Shepparton City Council
Merrigum,3618,Greater Shepparton City Council
Moorilim,3610,Greater Shepparton City Council
Mooroopna,3629,Greater Shepparton City Council
Mooroopna North,3629,Greater Shepparton City Council
Mooroopna North,3629,Greater Shepparton City Council
Mooroopna North West,3616,Greater Shepparton City Council
Mooroopna North West,3616,Greater Shepparton City Council
Mount Major,3646,Greater Shepparton City Council
Murchison,3610,Greater Shepparton City Council
Murchison East,3610,Greater Shepparton City Council
Murchison North,3610,Greater Shepparton City Council
Nalinga,3646,Greater Shepparton City Council
Nalinga,3646,Greater Shepparton City Council
Orrvale,3631,Greater Shepparton City Council
Pine Lodge,3631,Greater Shepparton City Council
Shepparton,3630,Greater Shepparton City Council
Shepparton East,3631,Greater Shepparton City Council
Shepparton North,3631,Greater Shepparton City Council
St Germains,3620,Greater Shepparton City Council
Stanhope South,3623,Greater Shepparton City Council
Stewarton,3725,Greater Shepparton City Council
Tallygaroopna,3634,Greater Shepparton City Council
Tamleugh North,3669,Greater Shepparton City Council
Tatura,3616,Greater Shepparton City Council
Tatura,3616,Greater Shepparton City Council
Tatura East,3616,Greater Shepparton City Council
Toolamba,3614,Greater Shepparton City Council
Toolamba,3614,Greater Shepparton City Council
Toolamba West,3614,Greater Shepparton City Council
Undera,3629,Greater Shepparton City Council
Violet Town,3669,Greater Shepparton City Council
Waranga,3616,Greater Shepparton City Council
Zeerust,3634,Greater Shepparton City Council
Allendale,3364,Hepburn Shire Council
Bald Hills,3364,Hepburn Shire Council
Basalt,3460,Hepburn Shire Council
Blampied,3364,Hepburn Shire Council
Broomfield,3364,Hepburn Shire Council
Bullarook,3352,Hepburn Shire Council
Bullarto,3461,Hepburn Shire Council
Bullarto South,3461,Hepburn Shire Council
Cabbage Tree,3364,Hepburn Shire Council
Campbelltown,3364,Hepburn Shire Council
Clunes,3370,Hepburn Shire Council
Clydesdale,3461,Hepburn Shire Council
Coomoora,3461,Hepburn Shire Council
Coomoora,3461,Hepburn Shire Council
Creswick,3363,Hepburn Shire Council
Creswick North,3363,Hepburn Shire Council
Creswick North,3363,Hepburn Shire Council
Daylesford,3460,Hepburn Shire Council
Daylesford,3460,Hepburn Shire Council
Daylesford,3460,Hepburn Shire Council
Dean,3363,Hepburn Shire Council
Denver,3461,Hepburn Shire Council
Drummond,3461,Hepburn Shire Council
Drummond North,3446,Hepburn Shire Council
Dry Diggings,3461,Hepburn Shire Council
Dry Diggings,3461,Hepburn Shire Council
Dunach,3371,Hepburn Shire Council
Eganstown,3461,Hepburn Shire Council
Eganstown,3461,Hepburn Shire Council
Elevated Plains,3461,Hepburn Shire Council
Evansford,3371,Hepburn Shire Council
Fern Hill,3458,Hepburn Shire Council
Franklinford,3461,Hepburn Shire Council
Franklinford,3461,Hepburn Shire Council
Glengower,3370,Hepburn Shire Council
Glenlyon,3461,Hepburn Shire Council
Glenlyon,3461,Hepburn Shire Council
Guildford,3451,Hepburn Shire Council
Hepburn,3461,Hepburn Shire Council
Hepburn Springs,3461,Hepburn Shire Council
Kingston,3364,Hepburn Shire Council
Kooroocheang,3364,Hepburn Shire Council
Kooroocheang,3364,Hepburn Shire Council
Kooroocheang,3364,Hepburn Shire Council
Langdons Hill,3363,Hepburn Shire Council
Lawrence,3364,Hepburn Shire Council
Lawrence,3364,Hepburn Shire Council
Leonards Hill,3461,Hepburn Shire Council
Little Hampton,3458,Hepburn Shire Council
Lyonville,3461,Hepburn Shire Council
Malmsbury,3446,Hepburn Shire Council
Mollongghip,3352,Hepburn Shire Council
Mount Beckworth,3363,Hepburn Shire Council
Mount Franklin,3461,Hepburn Shire Council
Mount Franklin,3461,Hepburn Shire Council
Mount Prospect,3364,Hepburn Shire Council
Musk,3461,Hepburn Shire Council
Musk,3461,Hepburn Shire Council
Musk Vale,3461,Hepburn Shire Council
Newbury,3458,Hepburn Shire Council
Newlyn,3364,Hepburn Shire Council
Newlyn North,3364,Hepburn Shire Council
North Blackwood,3458,Hepburn Shire Council
Porcupine Ridge,3461,Hepburn Shire Council
Rocklyn,3364,Hepburn Shire Council
Sailors Falls,3461,Hepburn Shire Council
Sailors Hill,3461,Hepburn Shire Council
Shepherds Flat,3461,Hepburn Shire Council
Smeaton,3364,Hepburn Shire Council
Smeaton,3364,Hepburn Shire Council
Smokeytown,3364,Hepburn Shire Council
Spring Hill,3444,Hepburn Shire Council
Springmount,3364,Hepburn Shire Council
Strangways,3461,Hepburn Shire Council
Sulky,3352,Hepburn Shire Council
Taradale,3447,Hepburn Shire Council
Tarilta,3451,Hepburn Shire Council
Trentham,3458,Hepburn Shire Council
Trentham East,3458,Hepburn Shire Council
Tylden,3444,Hepburn Shire Council
Tylden South,3444,Hepburn Shire Council
Ullina,3370,Hepburn Shire Council
Wattle Flat,3352,Hepburn Shire Council
Werona,3364,Hepburn Shire Council
Werona,3364,Hepburn Shire Council
Werona,3364,Hepburn Shire Council
Wheatsheaf,3461,Hepburn Shire Council
Yandoit,3461,Hepburn Shire Council
Yandoit,3461,Hepburn Shire Council
Antwerp,3414,Hindmarsh Shire Council
Antwerp,3414,Hindmarsh Shire Council
Broughton,3418,Hindmarsh Shire Council
Crymelon,3393,Hindmarsh Shire Council
Dimboola,3414,Hindmarsh Shire Council
Dimboola,3414,Hindmarsh Shire Council
Gerang Gerung,3418,Hindmarsh Shire Council
Glenlee,3418,Hindmarsh Shire Council
Glenlee,3418,Hindmarsh Shire Council
Jeparit,3423,Hindmarsh Shire Council
Kaniva,3419,Hindmarsh Shire Council
Kenmare,3395,Hindmarsh Shire Council
Kiata,3418,Hindmarsh Shire Council
Little Desert,3418,Hindmarsh Shire Council
Lorquon,3418,Hindmarsh Shire Council
Netherby,3418,Hindmarsh Shire Council
Nhill,3418,Hindmarsh Shire Council
Nhill,3418,Hindmarsh Shire Council
Rainbow,3424,Hindmarsh Shire Council
Tarranyurk,3414,Hindmarsh Shire Council
Yanac,3418,Hindmarsh Shire Council
Altona,3018,Hobsons Bay City Council
Altona Meadows,3028,Hobsons Bay City Council
Altona Meadows,3028,Hobsons Bay City Council
Altona North,3025,Hobsons Bay City Council
Altona North,3025,Hobsons Bay City Council
Brooklyn,3012,Hobsons Bay City Council
Laverton,3028,Hobsons Bay City Council
Newport,3015,Hobsons Bay City Council
Seabrook,3028,Hobsons Bay City Council
Seaholme,3018,Hobsons Bay City Council
South Kingsville,3015,Hobsons Bay City Council
Spotswood,3015,Hobsons Bay City Council
Williamstown,3016,Hobsons Bay City Council
Williamstown North,3016,Hobsons Bay City Council
Arapiles,3409,Horsham Rural City Council
Blackheath,3401,Horsham Rural City Council
Brimpaen,3401,Horsham Rural City Council
Bungalally,3401,Horsham Rural City Council
Clear Lake,3409,Horsham Rural City Council
Dadswells Bridge,3385,Horsham Rural City Council
Dooen,3401,Horsham Rural City Council
Douglas,3409,Horsham Rural City Council
Drung,3401,Horsham Rural City Council
Duchembegarra,3409,Horsham Rural City Council
Grass Flat,3409,Horsham Rural City Council
Haven,3401,Horsham Rural City Council
Horsham,3400,Horsham Rural City Council
Jilpanger,3409,Horsham Rural City Council
Jung,3401,Horsham Rural City Council
Kalkee,3401,Horsham Rural City Council
Kanagulk,3401,Horsham Rural City Council
Kewell,3390,Horsham Rural City Council
Laharum,3401,Horsham Rural City Council
Longerenong,3401,Horsham Rural City Council
Lower Norton,3401,Horsham Rural City Council
McKenzie Creek,3401,Horsham Rural City Council
Mitre,3409,Horsham Rural City Council
Mockinya,3401,Horsham Rural City Council
Murra Warra,3401,Horsham Rural City Council
Natimuk,3409,Horsham Rural City Council
Noradjuha,3409,Horsham Rural City Council
Nurrabiel,3401,Horsham Rural City Council
Pimpinio,3401,Horsham Rural City Council
Quantong,3401,Horsham Rural City Council
Riverside,3401,Horsham Rural City Council
St Helens Plains,3401,Horsham Rural City Council
Telangatuk East,3401,Horsham Rural City Council
Tooan,3409,Horsham Rural City Council
Toolondo,3401,Horsham Rural City Council
Vectis,3401,Horsham Rural City Council
Wail,3401,Horsham Rural City Council
Wartook,3401,Horsham Rural City Council
Wonwondah,3401,Horsham Rural City Council
Attwood,3049,Hume City Council
Attwood,3049,Hume City Council
Broadmeadows,3047,Hume City Council
Bulla,3428,Hume City Council
Bulla,3428,Hume City Council
Campbellfield,3061,Hume City Council
Clarkefield,3430,Hume City Council
Coolaroo,3048,Hume City Council
Craigieburn,3064,Hume City Council
Craigieburn,3064,Hume City Council
Craigieburn,3064,Hume City Council
Craigieburn,3064,Hume City Council
Dallas,3047,Hume City Council
Diggers Rest,3427,Hume City Council
Fawkner,3060,Hume City Council
Gladstone Park,3043,Hume City Council
Greenvale,3059,Hume City Council
Jacana,3047,Hume City Council
Kalkallo,3064,Hume City Council
Keilor,3036,Hume City Council
Meadow Heights,3048,Hume City Council
Melbourne Airport,3045,Hume City Council
Mickleham,3064,Hume City Council
Oaklands Junction,3063,Hume City Council
Oaklands Junction,3063,Hume City Council
Roxburgh Park,3064,Hume City Council
Somerton,3062,Hume City Council
Sunbury,3429,Hume City Council
Tullamarine,3043,Hume City Council
Westmeadows,3049,Hume City Council
Westmeadows,3049,Hume City Council
Westmeadows,3049,Hume City Council
Wildwood,3429,Hume City Council
Yuroke,3063,Hume City Council
Allans Flat,3691,Indigo Shire Council
Barnawartha,3688,Indigo Shire Council
Beechworth,3747,Indigo Shire Council
Brimin,3685,Indigo Shire Council
Browns Plains,3685,Indigo Shire Council
Bruarong,3749,Indigo Shire Council
Carlyle,3685,Indigo Shire Council
Charleroi,3695,Indigo Shire Council
Chiltern,3683,Indigo Shire Council
Chiltern Valley,3683,Indigo Shire Council
Cornishtown,3683,Indigo Shire Council
Gooramadda,3685,Indigo Shire Council
Gundowring,3691,Indigo Shire Council
Huon,3695,Indigo Shire Council
Indigo Valley,3688,Indigo Shire Council
Kergunyah,3691,Indigo Shire Council
Kiewa,3691,Indigo Shire Council
Lilliput,3682,Indigo Shire Council
Mudgegonga,3737,Indigo Shire Council
Norong,3682,Indigo Shire Council
Osbornes Flat,3691,Indigo Shire Council
Rutherglen,3685,Indigo Shire Council
Sandy Creek,3695,Indigo Shire Council
Staghorn Flat,3691,Indigo Shire Council
Stanley,3747,Indigo Shire Council
Tangambalanga,3691,Indigo Shire Council
Wahgunyah,3687,Indigo Shire Council
Wooragee,3747,Indigo Shire Council
Yackandandah,3749,Indigo Shire Council
Aspendale,3195,Kingston City Council
Aspendale Gardens,3195,Kingston City Council
Aspendale Gardens,3195,Kingston City Council
Bonbeach,3196,Kingston City Council
Bonbeach,3196,Kingston City Council
Braeside,3195,Kingston City Council
Carrum,3197,Kingston City Council
Chelsea,3196,Kingston City Council
Chelsea,3196,Kingston City Council
Chelsea Heights,3196,Kingston City Council
Chelsea Heights,3196,Kingston City Council
Cheltenham,3192,Kingston City Council
Cheltenham,3192,Kingston City Council
Cheltenham,3192,Kingston City Council
Cheltenham,3192,Kingston City Council
Cheltenham,3192,Kingston City Council
Cheltenham,3192,Kingston City Council
Clarinda,3169,Kingston City Council
Clarinda,3169,Kingston City Council
Clarinda,3169,Kingston City Council
Clayton South,3169,Kingston City Council
Clayton South,3169,Kingston City Council
Dingley Village,3172,Kingston City Council
Edithvale,3196,Kingston City Council
Heatherton,3202,Kingston City Council
Heatherton,3202,Kingston City Council
Heatherton,3202,Kingston City Council
Highett,3190,Kingston City Council
Highett,3190,Kingston City Council
Mentone,3194,Kingston City Council
Mentone,3194,Kingston City Council
Mentone,3194,Kingston City Council
Mentone,3194,Kingston City Council
Moorabbin,3189,Kingston City Council
Moorabbin,3189,Kingston City Council
Moorabbin Airport,3194,Kingston City Council
Mordialloc,3195,Kingston City Council
Oakleigh South,3167,Kingston City Council
Oakleigh South,3167,Kingston City Council
Parkdale,3195,Kingston City Council
Parkdale,3195,Kingston City Council
Parkdale,3195,Kingston City Council
Patterson Lakes,3197,Kingston City Council
Patterson Lakes,3197,Kingston City Council
Waterways,3195,Kingston City Council
Bayswater,3153,Knox City Council
Bayswater,3153,Knox City Council
Bayswater,3153,Knox City Council
Boronia,3155,Knox City Council
Boronia,3155,Knox City Council
Boronia,3155,Knox City Council
Boronia,3155,Knox City Council
Boronia,3155,Knox City Council
Ferntree Gully,3156,Knox City Council
Ferntree Gully,3156,Knox City Council
Ferntree Gully,3156,Knox City Council
Ferntree Gully,3156,Knox City Council
Ferntree Gully,3156,Knox City Council
Ferntree Gully,3156,Knox City Council
Ferntree Gully,3156,Knox City Council
Ferntree Gully,3156,Knox City Council
Ferntree Gully,3156,Knox City Council
Knoxfield,3180,Knox City Council
Knoxfield,3180,Knox City Council
Knoxfield,3180,Knox City Council
Lysterfield,3156,Knox City Council
Lysterfield,3156,Knox City Council
Rowville,3178,Knox City Council
Rowville,3178,Knox City Council
Rowville,3178,Knox City Council
Sassafras,3787,Knox City Council
Scoresby,3179,Knox City Council
Scoresby,3179,Knox City Council
The Basin,3154,Knox City Council
The Basin,3154,Knox City Council
Upper Ferntree Gully,3156,Knox City Council
Wantirna,3152,Knox City Council
Wantirna South,3152,Knox City Council
Wantirna South,3152,Knox City Council
Wantirna South,3152,Knox City Council
Balook,3971,Latrobe City Council
Boolarra,3870,Latrobe City Council
Boolarra South,3870,Latrobe City Council
Budgeree,3870,Latrobe City Council
Callignee,3844,Latrobe City Council
Churchill,3842,Latrobe City Council
Cowwarr,3857,Latrobe City Council
Darlimurla,3871,Latrobe City Council
Delburn,3871,Latrobe City Council
Driffield,3840,Latrobe City Council
Flynn,3844,Latrobe City Council
Flynns Creek,3844,Latrobe City Council
Glengarry,3854,Latrobe City Council
Glengarry North,3854,Latrobe City Council
Glengarry West,3854,Latrobe City Council
Grand Ridge,3870,Latrobe City Council
Hazelwood,3840,Latrobe City Council
Hazelwood,3840,Latrobe City Council
Hazelwood North,3840,Latrobe City Council
Hazelwood North,3840,Latrobe City Council
Hazelwood South,3840,Latrobe City Council
Hernes Oak,3825,Latrobe City Council
Jeeralang,3840,Latrobe City Council
Jeeralang,3840,Latrobe City Council
Jeeralang Junction,3840,Latrobe City Council
Jumbuk,3869,Latrobe City Council
Koornalla,3844,Latrobe City Council
Loy Yang,3844,Latrobe City Council
Maryvale,3840,Latrobe City Council
Maryvale,3840,Latrobe City Council
Mirboo,3871,Latrobe City Council
Moe,3825,Latrobe City Council
Moe South,3825,Latrobe City Council
Morwell,3840,Latrobe City Council
Morwell,3840,Latrobe City Council
Narracan,3824,Latrobe City Council
Newborough,3825,Latrobe City Council
Newborough,3825,Latrobe City Council
Tanjil South,3825,Latrobe City Council
Toongabbie,3856,Latrobe City Council
Traralgon,3844,Latrobe City Council
Traralgon East,3844,Latrobe City Council
Traralgon South,3844,Latrobe City Council
Tyers,3844,Latrobe City Council
Yallourn,3825,Latrobe City Council
Yallourn,3825,Latrobe City Council
Yallourn North,3825,Latrobe City Council
Yinnar,3869,Latrobe City Council
Yinnar South,3869,Latrobe City Council
Appin South,3579,Loddon Shire Council
Arnold,3551,Loddon Shire Council
Arnold West,3551,Loddon Shire Council
Auchmore,3570,Loddon Shire Council
Barraport,3537,Loddon Shire Council
Barraport West,3537,Loddon Shire Council
Bears Lagoon,3517,Loddon Shire Council
Berrimal,3518,Loddon Shire Council
Boort,3537,Loddon Shire Council
Borung,3518,Loddon Shire Council
Brenanah,3517,Loddon Shire Council
Bridgewater,3516,Loddon Shire Council
Bridgewater North,3516,Loddon Shire Council
Bridgewater On Loddon,3516,Loddon Shire Council
Buckrabanyule,3525,Loddon Shire Council
Burkes Flat,3475,Loddon Shire Council
Calivil,3573,Loddon Shire Council
Calivil,3573,Loddon Shire Council
Campbells Forest,3556,Loddon Shire Council
Campbells Forest,3556,Loddon Shire Council
Canary Island,3537,Loddon Shire Council
Catumnal,3537,Loddon Shire Council
Cochranes Creek,3475,Loddon Shire Council
Derby,3516,Loddon Shire Council
Dingee,3571,Loddon Shire Council
Dunolly,3472,Loddon Shire Council
Durham Ox,3576,Loddon Shire Council
Eastville,3463,Loddon Shire Council
Eddington,3472,Loddon Shire Council
Emu,3475,Loddon Shire Council
Fentons Creek,3518,Loddon Shire Council
Fernihurst,3518,Loddon Shire Council
Fernihurst,3518,Loddon Shire Council
Fiery Flat,3518,Loddon Shire Council
Gladfield,3575,Loddon Shire Council
Glenalbyn,3517,Loddon Shire Council
Glenloth East,3527,Loddon Shire Council
Goldsborough,3472,Loddon Shire Council
Gowar East,3477,Loddon Shire Council
Gredgwin,3537,Loddon Shire Council
Horfield,3567,Loddon Shire Council
Inglewood,3517,Loddon Shire Council
Inkerman,3472,Loddon Shire Council
Jarklin,3517,Loddon Shire Council
Jungaburra,3575,Loddon Shire Council
Kamarooka,3570,Loddon Shire Council
Kamarooka North,3571,Loddon Shire Council
Kingower,3517,Loddon Shire Council
Kinypanial,3520,Loddon Shire Council
Korong Vale,3520,Loddon Shire Council
Kurraca,3518,Loddon Shire Council
Kurraca West,3518,Loddon Shire Council
Kurting,3517,Loddon Shire Council
Kurting,3517,Loddon Shire Council
Laanecoorie,3463,Loddon Shire Council
Lake Marmal,3525,Loddon Shire Council
Leaghur,3537,Loddon Shire Council
Leichardt,3516,Loddon Shire Council
Leitchville,3567,Loddon Shire Council
Llanelly,3551,Loddon Shire Council
Loddon Vale,3575,Loddon Shire Council
Logan,3475,Loddon Shire Council
Macorna,3579,Loddon Shire Council
Macorna,3579,Loddon Shire Council
Marong,3515,Loddon Shire Council
McIntyre,3472,Loddon Shire Council
Meering West,3579,Loddon Shire Council
Mincha,3575,Loddon Shire Council
Minmindie,3537,Loddon Shire Council
Mitiamo,3573,Loddon Shire Council
Moliagul,3472,Loddon Shire Council
Mologa,3575,Loddon Shire Council
Murphys Creek,3551,Loddon Shire Council
Mysia,3518,Loddon Shire Council
Newbridge,3551,Loddon Shire Council
Nine Mile,3518,Loddon Shire Council
Painswick,3551,Loddon Shire Council
Pompapiel,3571,Loddon Shire Council
Powlett Plains,3517,Loddon Shire Council
Powlett Plains,3517,Loddon Shire Council
Prairie,3572,Loddon Shire Council
Pyramid Hill,3575,Loddon Shire Council
Pyramid Hill,3575,Loddon Shire Council
Raywood,3570,Loddon Shire Council
Raywood,3570,Loddon Shire Council
Rheola,3517,Loddon Shire Council
Richmond Plains,3518,Loddon Shire Council
Salisbury West,3517,Loddon Shire Council
Serpentine,3517,Loddon Shire Council
Serpentine,3517,Loddon Shire Council
Serpentine,3517,Loddon Shire Council
Shelbourne,3515,Loddon Shire Council
Skinners Flat,3518,Loddon Shire Council
Sylvaterre,3575,Loddon Shire Council
Tandarra,3571,Loddon Shire Council
Tarnagulla,3551,Loddon Shire Council
Terrappee,3525,Loddon Shire Council
Terrick Terrick,3575,Loddon Shire Council
Waanyarra,3551,Loddon Shire Council
Wedderburn,3518,Loddon Shire Council
Wedderburn Junction,3518,Loddon Shire Council
Wehla,3518,Loddon Shire Council
Woodstock On Loddon,3551,Loddon Shire Council
Woodstock West,3463,Loddon Shire Council
Woolshed Flat,3518,Loddon Shire Council
Woosang,3518,Loddon Shire Council
Wychitella,3525,Loddon Shire Council
Wychitella North,3525,Loddon Shire Council
Yando,3537,Loddon Shire Council
Yarraberb,3516,Loddon Shire Council
Yarraberb,3516,Loddon Shire Council
Yarrawalla,3575,Loddon Shire Council
Yarrawalla,3575,Loddon Shire Council
Ashbourne,3442,Macedon Ranges Shire Council
Baynton,3444,Macedon Ranges Shire Council
Baynton East,3444,Macedon Ranges Shire Council
Benloch,3435,Macedon Ranges Shire Council
Bolinda,3432,Macedon Ranges Shire Council
Bullengarook,3437,Macedon Ranges Shire Council
Bylands,3762,Macedon Ranges Shire Council
Cadello,3442,Macedon Ranges Shire Council
Carlsruhe,3442,Macedon Ranges Shire Council
Carlsruhe,3442,Macedon Ranges Shire Council
Cherokee,3434,Macedon Ranges Shire Council
Chintin,3756,Macedon Ranges Shire Council
Clarkefield,3430,Macedon Ranges Shire Council
Cobaw,3442,Macedon Ranges Shire Council
Darraweit Guim,3756,Macedon Ranges Shire Council
Drummond,3461,Macedon Ranges Shire Council
Drummond North,3446,Macedon Ranges Shire Council
Edgecombe,3444,Macedon Ranges Shire Council
Fern Hill,3458,Macedon Ranges Shire Council
Gisborne,3437,Macedon Ranges Shire Council
